"","GSM136508.CEL.gz","GSM136530.CEL.gz","GSM136517.CEL.gz","GSM136576.CEL.gz","GSM136566.CEL.gz","GSM136574.CEL.gz","GSM136575.CEL.gz","GSM136569.CEL.gz","GSM136568.CEL.gz","GSM136559.CEL.gz","GSM136565.CEL.gz","GSM136573.CEL.gz","GSM136523.CEL.gz","GSM136509.CEL.gz","GSM136727.CEL.gz","GSM136510.CEL.gz","GSM136515.CEL.gz","GSM136522.CEL.gz","GSM136507.CEL.gz","GSM136524.CEL.gz","GSM136514.CEL.gz","GSM136563.CEL.gz","GSM136564.CEL.gz","GSM136572.CEL.gz"
"1487_at",6.88346219018123,6.39696951560666,6.76826592923944,6.3573579354218,6.41674773639363,6.09178064030218,6.3145280812152,6.22653564238057,6.10244344881041,6.25068518870462,6.09293188318298,6.38168823439844,6.4408304818,6.31249050622489,6.55547340688564,6.52480950187941,6.4530526480443,6.50291405158365,6.59541583305143,6.55092125183222,6.41340301451397,6.52741787165833,6.40954775208663,6.39071110863998
"1494_f_at",5.5763064461492,5.39466301874034,5.34856045081597,5.29366376292188,5.61193731279742,5.29779316240916,5.35210812191601,5.45433220913045,5.5389784818575,5.90926765841617,5.33202489550317,5.60621452228017,5.35965482086656,5.31652755390371,5.21590919654524,5.41658323332516,5.53297063729765,5.18684696090804,5.34384339557853,5.28000901349337,5.17066166735785,5.58883426414412,5.6623057830598,5.74034427331084
"1598_g_at",7.05679835953548,6.889072961371,6.92223917559416,7.05226440772712,7.21341683933681,6.79035770628338,7.2150733231444,7.11652943797205,6.86899029726802,7.30166615175243,7.20156919299891,7.03729705500033,6.98519627446658,7.24576372719624,7.13601411604313,7.33734325754752,7.05219813353153,6.96139531355137,7.16128825548008,7.04760073559828,6.86477125157357,7.10685683518871,7.28369563978028,6.85897670446838
"160020_at",6.05799588489254,5.55886467437911,5.74416759677621,6.08902146856189,6.07579984714939,5.66221415622211,6.12079206498103,5.88130686015978,5.75440287165943,6.06094919792651,6.06231517181963,5.92288472633923,5.78541960617667,5.97533648157334,5.93008759139319,5.99658329277162,5.89768984002103,5.75284368405282,6.0278798576488,5.66819891018507,5.8354339110313,6.19004402997065,6.19080582354788,5.85585575661701
"1729_at",7.35748729148544,7.13762832447058,7.09520597581319,7.15778848214798,7.28875903963151,7.15956506954046,7.20923298917407,7.61861489553668,7.07214313536012,7.28177552773944,7.32488763053386,7.39186173921624,7.16194934660836,7.14851877642063,7.09460824126687,7.49945025160016,7.23008507571641,7.21757903142101,7.27940589045215,7.23757331986043,7.3312236725164,7.1643029762678,7.3670290388576,7.20131172478106
"177_at",4.60532149466794,4.46356921607022,4.4974116714399,4.48534422623385,4.45904810689507,4.95110244340673,4.6148445920218,4.4455537021857,4.76152167221916,4.58184054382874,4.59762686241556,5.54313365264042,4.74190176555504,4.62030773232467,4.56275414730686,4.53421453651567,4.79860136693301,4.54642642861534,4.62762849258415,5.10331350368152,5.00628441481423,4.71306003337307,5.01148058456187,5.13797882212986
"1773_at",5.6248838804773,5.40305441952633,5.7537357580957,5.17540607871896,5.66601638686569,5.42401706611622,5.5630786321767,5.63632238585523,5.4918215036202,5.35264919995936,5.5900784591105,5.52063173996078,5.82776990363127,5.8099120118281,5.59176664017846,5.96470577218555,5.57707330633163,5.74483953407592,5.71070799150686,5.69302088080406,4.90662326569343,5.35414050948125,5.52270345138097,5.68764258291096
"1861_at",6.11190634207822,5.35357540811235,5.61961967487599,4.53838686352577,4.99687816270874,4.80212090246655,4.60614510220773,5.18880428257695,5.06947919891336,4.76387891123036,4.92630408856669,4.91542029394127,5.58496124016286,5.39530801188079,5.52692011421987,5.90419229646454,6.02555848813245,5.41681541865514,5.6652091435414,5.439573025007,4.6401878856784,5.14270039221672,4.77325530196613,5.10455171061709
"200000_s_at",9.08058102093704,9.14711907019129,9.04409257950665,8.88211566193189,9.09065990021365,8.85803874589817,8.76291990561991,9.20352372009759,8.86981506796452,9.32507892181217,9.3620069506001,9.1277797863944,9.42492772736814,9.46714086155055,9.20210797568745,9.30527481821525,8.93067977434155,9.22077516471531,9.2268996153477,9.12346808925714,9.37675013412404,9.30962390567071,9.23104293898962,9.2919825456745
"200001_at",9.48746661911873,9.67565001007563,9.83189667994536,9.43223323251238,9.79815035964633,9.27759700233579,9.80951266371201,9.15337522715202,9.20225314144151,9.04087538229481,9.10258207029846,9.03013968891877,9.68043929327687,9.87860943649848,10.3414270825898,9.94777648307971,9.2319905605824,9.61351742301063,9.74625269681308,9.46780000155061,9.66249602368838,9.40654090269631,9.51593623242669,9.51176829922784
"200002_at",12.0154204974864,11.7266024976401,11.6691968554145,11.5647859413382,11.5166963717495,11.6848000468803,11.3913935054414,11.5961322163368,11.6707888539039,11.5624777700203,11.649953447753,11.7864095451609,11.5312235176127,11.4870319678009,11.5901887190919,11.6691751012558,11.9262145671356,11.6751755293339,11.7886590823515,11.8123235983749,11.7052087685217,11.3508274855809,11.4802812221228,11.713674118413
"200003_s_at",12.0079662959332,11.7142440426766,11.8841255913612,11.7270179116136,11.6340618411383,11.7641636439509,11.6336719874565,11.6416494078232,11.4867872939145,11.6477564659597,11.6215870806667,11.5745604633532,11.7576568972402,11.9128534506099,11.5638695897022,11.7862038175268,12.1783015696674,11.7765900554302,11.915013939371,11.8897546408816,11.8953543046678,11.5085943185486,11.4571562793585,11.5619225724073
"200004_at",10.0133622206514,10.3966162434166,10.4568545541576,10.4297153364921,10.1797830605474,10.2411206115072,10.3692825874463,10.1613551051954,10.3546411109225,10.0122263524073,10.0832694670021,10.1393777502507,10.3259454069988,9.97687282744491,10.5122438013553,10.2545996762952,10.0471904525351,10.4226051224536,10.2527644815313,10.3006610701857,10.4076569152418,9.98646609410731,9.9752990888146,10.0766514578815
"200005_at",9.81083012944402,9.79082935745722,9.93327794063397,9.93713328308605,9.71338261822304,9.66256175743829,9.7941771563281,9.97236767002122,9.84414142936232,9.73256820092514,9.85268817862494,9.9510056030543,9.96324891191347,9.96305994409805,10.2177500134018,9.99993937858156,9.93073640904952,9.85909383774188,10.0852066627301,9.81264165841545,9.93973630030562,9.54936157496219,9.7235666036033,10.1213310009963
"200006_at",10.3417159042674,10.6466222047314,10.691979956334,10.9615528280921,10.248885030189,10.7441353373518,10.2220578980453,10.4909448851247,10.5757411328214,10.4775806323621,10.4349327376313,10.4643987745103,10.5835762090143,10.3960710903257,10.7583660246569,10.3738279660127,10.5753998161289,10.5120335032372,10.3995196251802,10.7053853495529,10.7707690019528,10.3833276632832,10.3140480333649,10.2565482230065
"200007_at",9.96403293675145,9.87202166095236,10.059943729603,9.84926364837543,9.61962238906381,10.0761979657802,10.1333948420525,9.8548399183108,9.92736920715864,9.73238468523322,9.81172754500071,10.010039215059,9.80254160874751,9.95968547485096,9.96653932316326,10.0567240065175,9.9952964159839,9.81691638347239,9.71720022921701,9.95574913454429,10.1000343336628,9.76407995495868,9.97000102335527,9.96286294041054
"200008_s_at",9.38309824130156,9.44495532989635,9.38731272093164,8.00885168378582,9.91515266798698,8.85336555212127,9.45751182068888,9.48698637845749,8.83942737267532,9.29453727367805,9.88894378368895,9.09455740799898,9.47939187032673,9.69757650072847,9.65521474920709,9.50606395494995,9.1575157562407,9.38977201772139,9.66150260518738,9.26149457530627,9.51787150657773,9.61331451320369,9.54850801303287,8.77391051784927
"200009_at",10.1270829033752,9.96929390321154,10.0648028724998,10.6990899529246,10.0835908754951,10.4698606548317,10.3008875950367,9.99506138376727,10.5239940976819,10.0996595629283,10.1444491623058,10.0309558411697,10.0770774559924,10.3588827257998,10.2939672073495,10.2689305721259,10.1585234116032,10.1509771686645,10.4947483771331,10.2233938006233,10.4407231024337,9.7876911467094,9.96896549226273,10.0553208367586
"200010_at",11.3747644884651,11.2089245610662,11.3357616276447,11.2381591989319,11.1967574225033,11.1048529721634,11.0879872551872,10.9216108098561,11.0899461682859,11.0889971962561,11.304042967525,11.2298688036794,11.3342020909006,11.4367976864796,11.4867002824345,11.4089373318721,11.364190300794,11.3413014731801,11.4716573365893,11.3848965812147,11.4588806069581,11.0124503259293,11.0580850862808,11.2115017054947
"200011_s_at",8.24427788294377,8.80773227772973,8.79925680173307,9.1522617828909,9.00885517934392,8.74324666061759,8.96823827055048,8.72421486325774,8.93843233421949,8.57377741956852,8.80754087023344,8.76375137695345,8.97923435799977,9.01376521909759,9.23523958133493,8.77840590953742,8.22974665286384,8.95941096167472,8.70670903725243,8.72975679720841,9.05138724101749,8.96908477440825,8.98495987010307,9.03512695379034
"200012_x_at",11.9440410735697,11.8935560360236,12.0495038449544,12.1930710823838,11.8084263135431,12.0301552146958,12.0977344900059,11.9765439322381,12.0730679490434,11.9076427130582,11.925794653734,11.9596770231703,11.9405785511499,11.9116230294684,11.9556967932606,11.885905850079,12.0225274358437,11.9632838461152,11.9074697815964,12.1546120502782,11.9544227451945,11.805090665988,11.9181906702362,12.1125726301206
"200013_at",11.6952735760017,11.6841310086879,11.6644924781349,11.4692194679871,11.2128506854646,11.5439091281145,11.3398226098434,11.3793715428072,11.557776930269,11.4250421235527,11.3954160582108,11.6591234826126,11.6102658090372,11.4004294810565,11.6441573889422,11.520628123462,11.7937387987161,11.5636468600585,11.678417965319,11.6401503725955,11.5638194869123,11.1544441075456,11.2726311348695,11.5852550851887
"200014_s_at",9.2289961280388,9.66899883551701,9.50654073668872,10.0089679009726,9.37095558591102,9.67683014890384,9.61825458705774,9.417609632797,9.75598970242896,9.54529912577826,9.61510443575684,9.39227490461818,9.47955827534335,9.47648978796397,9.41588443086462,9.35562388706634,9.38788975028025,9.74441130228425,9.29882951579832,9.64597821028236,9.67198220389491,9.29600924169317,9.23084845430596,9.13751152988448
"200015_s_at",9.05115637981644,8.93864647279847,8.94933957956615,9.39305099903478,8.77478310214603,9.49970368638487,9.28402800083988,9.19231000735049,9.16402438998814,9.09793699042139,9.10754466183704,9.1108849090694,9.06882166019897,8.80455961624412,9.28995735306235,9.08738375947371,8.77448816505105,8.89976378986787,9.04527370560498,8.83658919185432,9.26972137934748,8.81369256282997,9.02700382200552,9.04875981676724
"200016_x_at",10.8715024130888,10.8560462136524,10.9000743484823,11.1666828899813,10.6509910380352,10.8602482550268,11.0416754390277,10.6355154467641,10.8459498672119,10.8050718630976,10.8285599268492,10.9991562613095,11.0541305879714,10.8170469294545,10.9857187903121,10.914018833219,10.986568786125,10.7895007252137,10.9074830914524,11.157369255897,10.9690908946434,10.5420603646008,10.8968684790408,10.7524379566439
"200017_at",10.9032688243261,10.9634535942282,11.097377175253,11.1237145496258,10.7918946769329,11.1285225781453,11.1496701005546,10.8532884248647,11.1431410523255,10.758881062625,10.8386054861652,11.0031044421911,10.8846707440649,11.054791959275,11.12473953884,11.0162068032918,11.1171117834179,11.0412954829547,10.8994735554451,11.162912652764,11.0687719092279,10.6445112755093,10.8584512312566,11.2020529402501
"200018_at",12.2110407719879,12.4212624528629,12.4573681766515,12.5771469674932,12.4533628660466,12.3933301978866,12.5112214032189,12.4022562325224,12.5404561121201,12.3827757931614,12.3980578052507,12.4566426378401,12.4405500086239,12.4076370544768,12.497760968796,12.3919185190408,12.2983942287756,12.4360926291881,12.3121515165668,12.4459200819702,12.4432743977544,12.3922617492468,12.3117078634626,12.5281696963916
"200019_s_at",11.6306451823753,11.4099742057446,11.3631505110664,10.6586029347019,11.3281307270303,10.693162946738,10.7537082023775,11.3860286134035,10.5044671342122,11.1700204095379,11.1122971571926,11.0250594001312,11.4609766249505,11.4738093874646,11.2522044738632,11.4422280984068,11.5977106305455,11.2055973298289,11.5419948256562,11.3147247588305,11.5179325409438,11.3011973013911,10.7656350932808,10.8900386010757
"200020_at",8.95510477369112,8.9731738967572,9.08499252446338,9.07476634903722,9.015455344813,9.1777575195217,9.30858672773471,9.16901230804005,9.11295944460784,9.06421949833781,9.10398864230941,9.06603431165599,9.24308462934984,9.17161738337132,8.93904510930839,9.12395808737254,8.72693038787991,9.30689728908111,9.01377965089719,9.07827261511765,9.51881957394275,9.1422459557321,9.01339957163663,9.26867575522252
"200021_at",11.5268216138857,11.9066107623615,11.7238413327088,11.666326776494,11.8247307181622,11.6879218612503,11.7470914998052,11.4348008192827,11.5986190183419,11.6649011401977,11.6067756761236,11.5821970382145,11.8209924183765,11.6879298091387,11.8999920637078,11.5424300855082,11.4630275637602,11.8801402192742,11.538762718767,11.9152948854058,11.5763773209768,11.91499197302,11.9265159493775,11.5405782983295
"200022_at",11.9291128788567,11.8219152864988,11.7170841633295,11.6810734023133,11.4922120157386,11.7223752520924,11.5699698991573,11.5913801351164,11.690457139487,11.5167192409367,11.6009606249335,11.7971226301294,11.5282464686448,11.7073330103157,11.6894980653344,11.7964711210536,11.9826358247352,11.6455162110821,11.899727132805,11.7840290935236,11.7033820446558,11.2822499510903,11.4193294034031,11.6398184333363
"200023_s_at",10.3608781884325,10.2209022165456,10.2746565629497,10.1106654361052,10.347261889588,10.2565166418548,10.473313107281,10.0403565222606,10.1848992212291,10.1491058554598,10.386445180995,10.1767638205521,10.2490418413146,10.2749166399058,10.4285788581003,10.2504119873401,10.5310219133668,10.2488676056852,10.2465082416766,10.2744404722598,10.0818293899713,10.2924822523459,10.250294337959,10.1388580930911
"200024_at",12.1594396320236,12.10891651395,11.9496066197756,11.5563935514651,11.9023181286116,11.9088835090128,11.8102252679247,11.7872874262088,11.8153137222774,11.7664249839829,11.6601756053043,11.7858570526493,11.9521730771113,11.8331012782705,11.6999745938357,11.8901122967614,12.2237659351757,11.8978097395205,11.8625981303409,11.9898978287277,11.7468257105793,11.8925025467417,11.7013990894093,11.9347770154099
"200025_s_at",11.7815331620171,11.7128400007133,11.77524056024,12.0165363404608,11.4868689476868,11.8277447487126,11.8469578397435,11.6151382083885,11.8580570968432,11.5884736187929,11.675929051313,11.6241101458365,11.682757959515,11.7111549610559,11.8633805549103,11.6890611117672,11.7933415960959,11.7848329320394,11.8014665811158,11.8974075201977,11.7413891228196,11.4159802059931,11.2570598212532,11.7911844547636
"200026_at",11.8408288266072,11.8344843533979,11.7862921919566,12.1611587578404,11.5942891708783,12.0336860927609,11.6689244523055,11.7751285525712,12.0093247864664,11.8089078311126,11.623760080541,11.9104609600262,11.6485838146557,11.6859520650295,11.839671908914,11.8061455726523,11.8772404323397,11.7096547623945,11.6691703007626,12.0031603039606,11.9633696363937,11.3759814817648,11.681632153462,11.8006271744723
"200027_at",8.67126152298628,8.78232352575528,8.75541961093993,9.04280111972665,8.6178086961345,8.81322266666691,8.60257975952775,8.91680346760691,8.91898115812109,8.89794117798439,8.65808033741763,9.15789452919657,8.87594357503889,8.54813998069932,8.47728118941173,8.4316591776341,8.32355535921134,8.94596561999215,8.50852856516014,8.97487797223244,9.0627639402803,8.80092091726497,8.65238974378244,8.59531843323781
"200028_s_at",9.23472094588342,9.5079381998235,9.39363816231901,9.60426951434524,9.49997748050606,9.91293247592613,9.71505156317772,9.5991002023065,10.1922133723746,9.7093310283254,9.79842575764408,9.82141529561324,9.48761848017092,9.36596471988933,9.45870735393275,9.44617715335911,9.21340513211431,9.52364256497657,9.40073084100959,9.42768548502017,9.40203229605497,9.62104068819888,9.80927578579227,9.53173194585714
"200029_at",12.1933823966932,12.1215001423787,12.0705175805135,12.1619166468241,12.0011369837417,11.9704390966219,12.0312438983883,11.9227906697565,11.840413112731,12.0476428065994,11.9990415957745,12.1029351345462,12.0569028799314,12.0686868948264,12.1310086361951,12.1635819012763,12.4702531964063,11.8756091971604,12.1721389450212,12.0301062770725,12.1448081534024,11.9016995535926,11.9571411285541,12.1294658028139
"200030_s_at",11.0953533819716,11.3248871234488,11.3749978799033,11.024077582556,11.3523491258499,11.1320272691355,11.400449282235,11.1264301470697,11.1931545341213,11.3046577856047,11.3111042565238,11.2030739193933,11.3267211260512,11.3762412353847,11.3053431292217,11.2520363621881,11.1588824389369,11.3056074431494,11.4999469478426,11.3114775915472,11.3326404480104,11.3204738047691,11.3109015071015,11.4196493863462
"200031_s_at",12.3473304383747,12.2412787569835,12.2685874761421,11.8745049246721,12.183752757905,11.8843408122582,11.9914570323795,12.1214491902046,11.7380323266685,11.7957793847442,12.0889050483843,11.982360073081,12.3006140046996,12.2051681541023,12.1551228115616,12.3111507287903,12.4135620020562,12.3336526733387,12.3715477688507,12.3113540408679,12.3466831340192,12.0896356921351,11.5562598881162,12.0685763661255
"200032_s_at",11.6753721781497,11.8271909535394,11.9050835118747,12.143492161738,11.5228679798636,11.8680515079741,11.9200001339379,11.8430257879936,11.8262300874566,11.8974382375396,11.9037645378499,12.0017380144144,11.9258412138608,11.7560098820188,11.9968230126871,11.8493957854306,11.9954265920719,11.9288500142423,11.9037756099886,12.01437575402,11.7703495049458,11.3982153570815,11.7105542044161,11.832316422609
"200033_at",9.50415148584404,9.60503285490045,9.71993297760745,9.73510936321316,9.39403682123283,8.78092797205667,9.20750480677423,9.1263402645506,9.22581575771966,9.35161424146096,9.39857278335179,9.17149258535031,9.59431699737378,9.38862150052749,9.96204194200913,9.51992883492473,9.56242572854798,9.66814706508788,9.33281821110968,9.73274317735052,9.60101478208778,9.24152931099831,9.05070973360643,9.16650816603971
"200034_s_at",11.150716523473,11.1465521469512,11.0598741546517,11.2099207570596,10.5596215481936,10.900499826593,11.1936025288926,10.6015134541935,10.8690398034203,11.1122578423504,11.0055105833592,11.0945539356339,11.1584453807011,11.0527599291136,11.1670232613655,11.0906283862776,11.159932389984,10.8842289796979,10.9946231779881,11.174013179025,10.9459114839118,10.5719170581933,10.9733323205396,11.0414964753423
"200035_at",8.31665141305274,8.23083148086468,8.37141423237879,8.1189425092889,8.09073848164137,8.07952150453173,8.30724241583304,7.90064739702465,7.97405326663831,8.01992291634469,8.31616633074513,8.0849581033823,8.43617648161376,8.51485451457741,8.48885901515166,8.57239233197599,8.37797817111329,8.33710925454427,8.59402553006132,8.49117452481731,8.40559184794381,8.24024592665505,8.51513897575412,8.08305907405639
"200036_s_at",11.395589504994,11.3610361274264,11.3104968909713,11.5107596262901,11.2080172834677,11.4700571178407,11.3531627236985,11.1724610166718,11.5212001829993,11.3652382448883,11.4306097349732,11.2270534486824,11.2125237030511,11.2531746711637,11.3342106865367,11.3750838304502,11.4662644606209,11.3310413920522,11.2935248452006,11.2671801573393,11.2488833258612,11.0041524064089,11.2289313965945,11.3536247811887
"200037_s_at",9.04723869054918,8.95376019729961,8.7769565263873,9.30605248696071,8.3735680244295,8.99186118357681,9.01945290686396,8.83593402666828,8.86506495519595,8.61591872157586,8.76956240190934,8.84037625974887,8.89052414781974,8.92580761096706,9.03564610339957,8.9072400551264,9.05351563976802,9.06234884571153,8.87108385787761,9.26791707275031,9.03735561921105,8.10925886650265,8.39805814809675,8.80014542231987
"200038_s_at",11.5200129593385,11.4811723841469,11.5330306608549,11.5901063879381,11.3273059073406,11.6165375765244,11.3646799631144,11.3826950159604,11.6759251722323,11.5618431808109,11.5872821070311,11.5736075485573,11.4080712101191,11.3703930802853,11.5506890585422,11.4126361237459,11.7537672676154,11.526713535129,11.5850292469259,11.7113014756425,11.4740943502618,11.2188332616463,11.3976427388771,11.6091369072914
"200039_s_at",9.61636062263378,9.99798973410209,9.90314149289979,8.88370512269655,9.8011825540602,9.32591876607802,9.76685098884935,9.89795512260505,9.45895244732024,9.60348119953846,9.72412947071244,9.95971602125919,10.0065118598324,10.0376314099737,9.6417675439337,9.70117281018601,9.73476489712213,9.83146864483168,9.99552943106009,10.1161134317477,9.93399193257788,10.1038588747131,9.93040719925244,9.70336252359598
"200040_at",9.49595930288401,9.79193491395847,9.42816186532962,9.85172539635093,9.37291136114238,9.61966840906573,9.70414789682548,9.40434260879375,9.7788207057985,9.57500559932099,9.52688807574248,9.54169725508369,9.54953504082768,9.73511430775141,9.50113154139596,9.55064315199178,9.84708541333634,9.57433076328287,9.47196782165739,9.6525005692608,9.69519583242229,9.35670113900501,9.38718052462633,9.67927369622855
"200041_s_at",9.66314752493204,9.81465185114416,9.8580713497407,9.39266786309862,9.4832714221496,9.14160533329287,9.37672064112678,9.00189181107783,9.0537547687173,8.78020996431072,8.95732388958018,8.91295625003686,10.0137982252372,10.1062678541761,9.86723244316581,9.75591853279928,9.13744528099831,9.71676393620807,9.78397444678972,9.99499673007882,9.84107867482202,9.64155537049733,8.92743191283361,9.76090830607472
"200042_at",8.35310213405563,8.14535890592595,8.27497175995499,8.23088596888011,7.93245964875345,8.13165445130621,8.1229213039782,8.40807145388013,8.49174520022824,8.35726373314937,8.43808333606362,8.94502141687579,8.3591012845893,8.42525976344358,8.96991696397176,8.11975110349571,8.44298239266349,8.19212471117114,8.71982959946015,8.4363185482929,8.35991185037115,8.28924858853368,8.38356462546087,8.43282708301607
"200043_at",9.94009682239835,9.92145832521862,9.71423343049752,9.46833506329316,9.62151524945698,9.24373599557926,9.75079546752648,9.7259710999097,9.27058902601716,9.84476479190109,9.90157657732323,9.83047828537429,10.0486943267994,9.76534463121032,10.0682549285966,9.87437932363497,10.0301428432853,9.75603173776735,9.50148945132221,10.0289252304497,9.74099827896847,9.71121370515335,9.75131864980142,9.79191541167662
"200044_at",9.09430847750465,8.97928834797794,9.16269815320206,8.82340934702243,8.93435427823998,8.94360524280893,9.26603282783502,8.86699319909303,9.03300230412798,9.01828913512676,9.08609436569442,9.1001024130149,9.08537541143501,9.03961165318446,9.10959309032507,9.03590446964275,9.2615659794271,8.9437928156705,9.10024494356815,9.20823553564457,9.14512567652848,9.03611991966257,9.10109272634899,8.935430707023
"200045_at",8.64441045262019,8.54039742752965,8.49439689280598,8.06193149556947,8.59533055116481,8.14865959251265,8.23681424407964,8.58582066388748,8.18625801958314,8.40271780590021,8.52690395810897,8.49656925586227,8.55978845537071,8.5287426151554,8.82184086150964,8.46684293179429,8.29005813782434,8.49389352729948,8.68986334413795,8.59873419886595,8.42983292556921,8.72391933210048,8.61201346669484,8.64533456007221
"200046_at",9.32443418803651,9.72283896206234,9.79217442878861,9.1589869747454,9.67518192212152,9.6580162447305,9.65743878044754,9.49549967829048,9.56373391869468,9.3416386876305,9.24346848739507,9.38091420459987,9.76606740715641,9.25157964874896,9.89563005562167,9.73324673956122,9.39074799629481,9.65036515450437,9.78472749625178,9.6560131488765,9.681566463827,9.34107900232397,9.49729590007945,9.21487249723329
"200047_s_at",8.37968514676443,8.7342205305352,8.6588904960975,8.94801154662578,8.26576376633967,8.41881157733945,8.71471908382967,8.25060262483563,8.6064277007187,8.20091017383887,8.40847221203232,8.17499362943473,8.36108822535506,8.04493846255733,8.52051332900576,8.43710355989142,8.43980791535092,8.78394834877925,8.16724921998864,8.76734641854179,8.54872781851481,7.93398110677756,7.790813698977,8.52814199347656
"200048_s_at",9.87472374891712,9.78400775368905,10.0889171770485,9.70690813720134,9.75690255912353,9.76211926006952,9.99976833298367,10.1658923170539,9.81321649145378,9.84724899753799,9.90281436181426,9.66973129079129,9.66401179145921,9.78968301578363,9.94403750177692,10.0727973620936,9.86439991163818,9.89095031013737,10.0781686481082,9.92903944287754,9.88053477137321,9.60618700172053,9.94155745086544,9.93948068037279
